Mix_ID,Cement Amount  (kg/m³),Cement type,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Amount  (kg/m³),Sand Type,Max Size (mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Amount  (kg/m³).1,Type of Superplasticizer,Amount  (kg/m³).2,Specimen,Testing Standard,28-Day
PSS20RMS,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1025.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,161.0
LSP05RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,125.0
LSP10RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,163.0
LSP20RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,132.0
CKD05RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,962.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,153.0
CKD10RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,922.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,135.0
CKD20RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,851.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,100.0
PSS05RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,972.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,161.0
PSS10RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,942.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,153.0
PSS20RSAND,900.0,"Ordinary Portland cement
ASTM C150 type I",52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,886.0,Fine dune sand,0.6,Straight Steel Fibers ,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,40 x 40 x 160 ,ASTM C109,160.0
SF,828.0,Portland cement CEM I 52.5 N,52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,224.6,polycarboxylate ether-based superplasticizers (SPs),26.4,40 x 40 x 160 ,NF EN196-1,98.0
 SFF,818.0,Portland cement CEM I 52.5 N,52.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers ,164.0,13.0,0.16,221.8,polycarboxylate ether-based superplasticizers (SPs),26.0,40 x 40 x 160 ,NF EN196-1,192.0
SFQ,726.0,Portland cement CEM I 52.5 N,52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,196.9,polycarboxylate ether-based superplasticizers (SPs),23.1,40 x 40 x 160 ,NF EN196-1,119.0
 SFQF,691.0,Portland cement CEM I 52.5 N,52.5,172.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,silica sand,0.3,Straight Steel Fibers ,138.0,13.0,0.16,187.3,polycarboxylate ether-based superplasticizers (SPs),22.0,40 x 40 x 160 ,NF EN196-1,155.0
MK,828.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,224.6,polycarboxylate ether-based superplasticizers (SPs),26.4,40 x 40 x 160 ,NF EN196-1,109.0
MKF,824.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers ,164.0,13.0,0.16,221.8,polycarboxylate ether-based superplasticizers (SPs),26.0,40 x 40 x 160 ,NF EN196-1,161.0
MKQ,726.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,196.9,polycarboxylate ether-based superplasticizers (SPs),23.1,40 x 40 x 160 ,NF EN196-1,120.0
MKQF,691.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,276.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,silica sand,0.3,Straight Steel Fibers ,138.0,13.0,0.16,187.3,polycarboxylate ether-based superplasticizers (SPs),22.0,40 x 40 x 160 ,NF EN196-1,146.0
SF,828.0,Portland cement CEM I 52.5 N,52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,224.6,polycarboxylate ether-based superplasticizers (SPs),26.4,40 x 40 x 160 ,NF EN196-1,133.0
 SFF,818.0,Portland cement CEM I 52.5 N,52.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers ,164.0,13.0,0.16,221.8,polycarboxylate ether-based superplasticizers (SPs),26.0,40 x 40 x 160 ,NF EN196-1,204.0
SFQ,726.0,Portland cement CEM I 52.5 N,52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,196.9,polycarboxylate ether-based superplasticizers (SPs),23.1,40 x 40 x 160 ,NF EN196-1,178.0
 SFQF,691.0,Portland cement CEM I 52.5 N,52.5,172.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,silica sand,0.3,Straight Steel Fibers ,138.0,13.0,0.16,187.3,polycarboxylate ether-based superplasticizers (SPs),22.0,40 x 40 x 160 ,NF EN196-1,216.0
MK,828.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,224.6,polycarboxylate ether-based superplasticizers (SPs),26.4,40 x 40 x 160 ,NF EN196-1,126.0
MKF,824.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers ,164.0,13.0,0.16,221.8,polycarboxylate ether-based superplasticizers (SPs),26.0,40 x 40 x 160 ,NF EN196-1,195.0
MKQ,726.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,196.9,polycarboxylate ether-based superplasticizers (SPs),23.1,40 x 40 x 160 ,NF EN196-1,150.0
MKQF,691.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,276.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,silica sand,0.3,Straight Steel Fibers ,138.0,13.0,0.16,187.3,polycarboxylate ether-based superplasticizers (SPs),22.0,40 x 40 x 160 ,NF EN196-1,205.0
SF,828.0,Portland cement CEM I 52.5 N,52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,224.6,polycarboxylate ether-based superplasticizers (SPs),26.4,40 x 40 x 160 ,NF EN196-1,141.0
 SFF,818.0,Portland cement CEM I 52.5 N,52.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers ,164.0,13.0,0.16,221.8,polycarboxylate ether-based superplasticizers (SPs),26.0,40 x 40 x 160 ,NF EN196-1,234.0
SFQ,726.0,Portland cement CEM I 52.5 N,52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,196.9,polycarboxylate ether-based superplasticizers (SPs),23.1,40 x 40 x 160 ,NF EN196-1,183.0
 SFQF,691.0,Portland cement CEM I 52.5 N,52.5,172.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,silica sand,0.3,Straight Steel Fibers ,138.0,13.0,0.16,187.3,polycarboxylate ether-based superplasticizers (SPs),22.0,40 x 40 x 160 ,NF EN196-1,243.0
MK,828.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,224.6,polycarboxylate ether-based superplasticizers (SPs),26.4,40 x 40 x 160 ,NF EN196-1,140.0
MKF,824.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers ,164.0,13.0,0.16,221.8,polycarboxylate ether-based superplasticizers (SPs),26.0,40 x 40 x 160 ,NF EN196-1,212.0
MKQ,726.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,196.9,polycarboxylate ether-based superplasticizers (SPs),23.1,40 x 40 x 160 ,NF EN196-1,167.0
MKQF,691.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,276.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,silica sand,0.3,Straight Steel Fibers ,138.0,13.0,0.16,187.3,polycarboxylate ether-based superplasticizers (SPs),22.0,40 x 40 x 160 ,NF EN196-1,230.0
 UHPC    ,833.0, Portland cement (US) Type I,52.5,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.54,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,183.26,HRWR based on polycarboxylate ether,4.498200000000001,50 x 50 x 100,ASTM C109,192.0
 UHPFRC  ,833.0, Portland cement (US) Type I,52.5,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.57,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,183.26,HRWR based on polycarboxylate ether,4.498200000000001,50 x 50 x 100,ASTM C109,201.0
 UHPGC1  ,833.0, Portland cement (US) Type I,52.5,208.25,0.0,0.0,0.0,249.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.44,Locally available sand,0.6,Straight Steel Fibers ,195.0,13.0,0.2,183.26,HRWR based on polycarboxylate ether,5.9976,50 x 50 x 100,ASTM C109,175.0
 UHPGC2  ,833.0, Portland cement (US) Type I,52.5,208.25,0.0,0.0,0.0,249.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.44,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,183.26,HRWR based on polycarboxylate ether,5.9976,50 x 50 x 100,ASTM C109,171.0
 UHPGC3  ,833.0, Portland cement (US) Type I,52.5,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.54,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,166.60000000000002,HRWR based on polycarboxylate ether,5.9976,50 x 50 x 100,ASTM C109,190.0
 UHPGC4  ,833.0, Portland cement (US) Type I,52.5,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.88,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,149.94,HRWR based on polycarboxylate ether,7.496999999999999,50 x 50 x 100,ASTM C109,163.0
 QP/GP0             ,735.0,Portland cement CEM I 52.5 R,52.5,99.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,186.0," superplasticizer (SP) based on polycarboxylic
ether (PCE) polymers",30.65,cylinders 50 X 50,EN 12390-4,182.0
 QP/GP100           ,735.0,Portland cement CEM I 52.5 R,52.5,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,186.0," superplasticizer (SP) based on polycarboxylic
ether (PCE) polymers",30.65,cylinders 50 X 50,EN 12390-4,221.0
 QP/GP100SF/GP100   ,735.0,Portland cement CEM I 52.5 R,52.5,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,186.0," superplasticizer (SP) based on polycarboxylic
ether (PCE) polymers",30.65,cylinders 50 X 50,EN 12390-4,185.0
 SF/GP100           ,735.0,Portland cement CEM I 52.5 R,52.5,0.0,0.0,0.0,412.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,186.0," superplasticizer (SP) based on polycarboxylic
ether (PCE) polymers",30.65,cylinders 50 X 50,EN 12390-4,153.0
 N1  ,669.0,Portland cement type I 52.5 R,52.5,134.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,Silica sand,0.6,Straight Steel Fibers ,90.0,13.0,0.2,187.0, polycarboxylate ether based superplasticizers (SP),33.0,40 x 40 x 40,EN 196-1,156.0
 N2  ,673.0,Portland cement type I 52.5 R,52.5,132.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,Silica sand,0.6,Straight Steel Fibers ,98.0,13.0,0.2,190.0, polycarboxylate ether based superplasticizers (SP),30.0,40 x 40 x 40,EN 196-1,156.0
 N3  ,675.0,Portland cement type I 52.5 R,52.5,210.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,Silica sand,0.6,Straight Steel Fibers ,30.0,13.0,0.2,183.0, polycarboxylate ether based superplasticizers (SP),31.0,40 x 40 x 40,EN 196-1,160.0
 N4  ,726.0,Portland cement type I 52.5 R,52.5,193.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,Silica sand,0.6,Straight Steel Fibers ,113.0,13.0,0.2,191.0, polycarboxylate ether based superplasticizers (SP),30.0,40 x 40 x 40,EN 196-1,187.0
F0,935.0,Type I portland cement,52.5,251.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,194.0,Polycarboxylate-based HRWR,14.7,50 × 50 × 50,ASTM C109/C109M,198.9
F20,748.0,Type I portland cement,52.5,251.0,187.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,194.0,Polycarboxylate-based HRWR,14.7,50 × 50 × 50,ASTM C109/C109M,179.2
F40,561.0,Type I portland cement,52.5,251.0,374.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,194.0,Polycarboxylate-based HRWR,14.7,50 × 50 × 50,ASTM C109/C109M,152.6
F60,374.0,Type I portland cement,52.5,251.0,561.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,194.0,Polycarboxylate-based HRWR,14.7,50 × 50 × 50,ASTM C109/C109M,123.5
F70,281.0,Type I portland cement,52.5,251.0,655.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,194.0,Polycarboxylate-based HRWR,14.7,50 × 50 × 50,ASTM C109/C109M,106.9
W0,922.0,Type I portland cement,52.5,248.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,226.0,Polycarboxylate-based HRWR,14.5,50 × 50 × 50,ASTM C109/C109M,172.1
W60,369.0,Type I portland cement,52.5,248.0,553.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,Quartz Sand,0.45,Straight Steel Fibers ,156.0,13.0,0.2,226.0,Polycarboxylate-based HRWR,14.5,50 × 50 × 50,ASTM C109/C109M,99.1
UHPC1,977.0,CEM I 52.5 PM ES,52.5,183.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,Quartz Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,145.63,"Sika
Viscocrete Krono HE 20 superplasticizer (SP)",25.31,40 X 40 X 160 ,NF EN 196–1.,139.0
UHPC2,683.9,CEM I 52.5 PM ES,52.5,183.0,0.0,0.0,61.0,0.0,0.0,0.0,268.1,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,Quartz Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,160.39,"Sika
Viscocrete Krono HE 20 superplasticizer (SP)",10.54,40 X 40 X 160 ,NF EN 196–1.,142.0
UHPC3,488.5,CEM I 52.5 PM ES,52.5,183.0,0.0,0.0,61.0,0.0,0.0,0.0,446.9,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,Quartz Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,148.44,"Sika
Viscocrete Krono HE 20 superplasticizer (SP)",22.49,40 X 40 X 160 ,NF EN 196–1.,123.0
UHPC4,195.4,CEM I 52.5 PM ES,52.5,183.0,0.0,0.0,61.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,Quartz Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,145.63,"Sika
Viscocrete Krono HE 20 superplasticizer (SP)",25.31,40 X 40 X 160 ,NF EN 196–1.,107.0
RPC-20,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,194.0,acrylic-basedsuperplasticizers,24.0,50 x 50 x 50 ,ASTM C109,145.1
RPC-24-spA,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,227.0,acrylic-basedsuperplasticizers,24.0,40 X 40 X 160 ,EN 1015-11,145.0
RPC-24-spB,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,227.0,acrylic-basedsuperplasticizers,24.0,40 X 40 X 160 ,EN 1015-11,155.0
RPC-26-spA,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,248.0,acrylic-basedsuperplasticizers,24.0,40 X 40 X 160 ,EN 1015-11,143.0
RPC-26-spB,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,248.0,acrylic-basedsuperplasticizers,24.0,40 X 40 X 160 ,EN 1015-11,140.0
RPC-29,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,280.0,acrylic-basedsuperplasticizers,24.0,50 x 50 x 50 ,ASTM C109,145.1
RPC-32,960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers ,192.0,13.0,0.18,306.0,acrylic-basedsuperplasticizers,24.0,50 x 50 x 50 ,ASTM C109,145.1
M1,1000.0,ordinary Portland cement Type I cement,52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.81,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,172.5,polycarboxylic ether (PCE) based superplasticizer,40.83,50 x 50 x 50,ASTM C109,132.0
M2,1000.0,ordinary Portland cement Type I cement,52.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.51,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,180.0,polycarboxylic ether (PCE) based superplasticizer,42.6,50 x 50 x 50,ASTM C109,135.6
M3,1000.0,ordinary Portland cement Type I cement,52.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.21,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,187.5,polycarboxylic ether (PCE) based superplasticizer,44.38,50 x 50 x 50,ASTM C109,136.9
M4,1100.0,ordinary Portland cement Type I cement,52.5,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.55,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,189.75,polycarboxylic ether (PCE) based superplasticizer,44.91,50 x 50 x 50,ASTM C109,132.0
M5,1100.0,ordinary Portland cement Type I cement,52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.32,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,198.0,polycarboxylic ether (PCE) based superplasticizer,46.86,50 x 50 x 50,ASTM C109,136.3
M6,1100.0,ordinary Portland cement Type I cement,52.5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.09,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,206.25,polycarboxylic ether (PCE) based superplasticizer,48.81,50 x 50 x 50,ASTM C109,138.9
M7,1200.0,ordinary Portland cement Type I cement,52.5,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.29,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,207.0,polycarboxylic ether (PCE) based superplasticizer,48.99,50 x 50 x 50,ASTM C109,132.8
M8,1200.0,ordinary Portland cement Type I cement,52.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.13,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,216.0,polycarboxylic ether (PCE) based superplasticizer,51.12,50 x 50 x 50,ASTM C109,135.0
M9,1200.0,ordinary Portland cement Type I cement,52.5,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.97,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,225.0,polycarboxylic ether (PCE) based superplasticizer,53.25,50 x 50 x 50,ASTM C109,137.0
M10,1000.0,ordinary Portland cement Type I cement,52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.25,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,201.25,polycarboxylic ether (PCE) based superplasticizer,23.0,50 x 50 x 50,ASTM C109,129.4
M11,1000.0,ordinary Portland cement Type I cement,52.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.58,Fine dune sand,0.6,Straight Steel Fibers ,157.0,13.0,0.22,210.0,polycarboxylic ether (PCE) based superplasticizer,24.0,50 x 50 x 50,ASTM C109,133.3
