Mix_ID,Cement Amount  (kg/m³),Cement type,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Fine Aggregate (kg/m³),Sand Type,Max Size (mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Water (kg/m³),Type of Superplasticizer,Superplasticizer (kg/m³),Specimen,Testing Standard,28-Day,Water_Binder_Ratio,Binder
SF15,881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,113.1,0.18,1036.7170626349891
F10,777.5377969762418,OPC 52.5,52.5,155.50755939524836,103.67170626349892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,97.8,0.18,1036.7170626349891
F15,725.7019438444923,OPC 52.5,52.5,155.50755939524836,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,92.0,0.18,1036.7170626349891
F20,673.8660907127429,OPC 52.5,52.5,155.50755939524836,207.34341252699784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,91.5,0.18,1036.7170626349891
F30,570.194384449244,OPC 52.5,52.5,155.50755939524836,311.0151187904968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,85.8,0.18,1036.7170626349891
F40,466.52267818574506,OPC 52.5,52.5,155.50755939524836,414.6868250539957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,88.3,0.18,1036.7170626349891
SS10,777.5377969762418,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.67170626349892,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,96.0,0.2,933.0453563714901
SS15,725.7019438444923,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.50755939524836,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,92.6,0.2117647058823529,881.2095032397407
SS20,673.8660907127429,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.34341252699784,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,90.4,0.225,829.3736501079912
SS30,570.194384449244,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0151187904968,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,96.3,0.2571428571428571,725.7019438444923
SS40,466.52267818574506,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.6868250539957,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,87.8,0.3,622.0302375809935
SF15,881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,113.1,0.18,1036.7170626349891
F05S05,777.5377969762418,OPC 52.5,52.5,155.50755939524836,51.83585313174946,0.0,0.0,0.0,0.0,0.0,0.0,51.83585313174946,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,102.4,0.1894736842105263,984.8812095032396
F10S10,673.8660907127429,OPC 52.5,52.5,155.50755939524836,103.67170626349892,0.0,0.0,0.0,0.0,0.0,0.0,103.67170626349892,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,100.5,0.2,933.0453563714901
F15S15,570.194384449244,OPC 52.5,52.5,155.50755939524836,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,155.50755939524836,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,108.1,0.2117647058823529,881.2095032397407
F20S20,466.52267818574506,OPC 52.5,52.5,155.50755939524836,207.34341252699784,0.0,0.0,0.0,0.0,0.0,0.0,207.34341252699784,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,92.8,0.2249999999999999,829.3736501079914
F25S25,362.8509719222462,OPC 52.5,52.5,155.50755939524836,259.1792656587473,0.0,0.0,0.0,0.0,0.0,0.0,259.1792656587473,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Straight Steel Fibers ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,86.5,0.2399999999999999,777.5377969762419
SF15,881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Steel Fiber ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,201.4,0.18,1036.7170626349891
F12S18 ,570.194384449244,OPC 52.5,52.5,155.50755939524836,124.40604751619868,0.0,0.0,0.0,0.0,0.0,0.0,186.60907127429803,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,Steel Fiber ,156.0,13.0,0.2,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,40 x 40 x 160,GB/T 17671-1999,188.3,0.2195121951219512,850.107991360691
NC0,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,50 x 50 x 50 ,ASTM C1856/C1856M-17.,129.0,0.16,1500.0
NC1,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,6.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,50 x 50 x 50 ,ASTM C1856/C1856M-17.,132.0,0.16,1500.0
NC2,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,12.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,50 x 50 x 50 ,ASTM C1856/C1856M-17.,138.0,0.16,1500.0
NC3,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,18.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,50 x 50 x 50 ,ASTM C1856/C1856M-17.,139.0,0.16,1500.0
NC4,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,24.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,50 x 50 x 50 ,ASTM C1856/C1856M-17.,132.0,0.16,1500.0
NC,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,0.0,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.01,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,9.23076923076923,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.02,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,18.46153846153846,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.03,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,27.69230769230769,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.18,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,0.0,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC-0.01-0.18,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,9.23076923076923,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC-0.02-0.18,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,18.46153846153846,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC-0.03-0.19,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,27.69230769230769,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,0.0,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.01,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,9.23076923076923,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.02,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,18.46153846153846,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.03,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,27.69230769230769,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,138.46153846153845,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1153846153846153,1200.0
NC-0.18,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,0.0,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC-0.01-0.18,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,9.23076923076923,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC-0.02-0.18,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,18.46153846153846,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
NC-0.03-0.19,923.076923076923,"Ordinary portland cement (OPC, P.O 42.5)",42.5,184.6153846153846,92.3076923076923,0.0,129.23076923076923,0.0,0.0,0.0,0.0,55.38461538461538,27.69230769230769,0.0,0.0,0.0,0.0,1015.3846153846154,Quartz sand,0.9,Straight Steel Fibers ,156.0,13.0,0.2,166.15384615384613,A polycarboxylate high-range superplasticizer,27.69230769230769,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,145.1,0.1384615384615384,1200.0
UHP ECC,800.0,Ordinary Portland cement (OPC) 52.5R ,52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand,0.18,PE Fibers ,19.0,18.0,0.02,230.0,High range water reducing Admixtures,25.0,70.7 x 70.7 x 70.7 ,ASTM C109,121.69,0.1642857142857142,1400.0
UHP ECC,800.0,Ordinary Portland cement (OPC) 52.5R ,52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand,0.18,PE Fibers ,19.0,18.0,0.02,230.0,High range water reducing Admixtures,25.0,100 x 100 x 100 ,ASTM C109,112.69,0.1642857142857142,1400.0
 UHP-ECC-REFERENCE,800.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,260.0,A polycarboxylate-based high range water reducer (HRWR),25.0,50 x 50 x 50 ,ASTM C109,97.0,0.1529411764705882,1700.0
UHP-ECC-RFP-12.5%,700.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,85.0,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,258.0,A polycarboxylate-based high range water reducer (HRWR),25.0,50 x 50 x 50 ,ASTM C109,98.0,0.16125,1600.0
UHP-ECC-RFP-25%,600.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,170.0,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,256.0,A polycarboxylate-based high range water reducer (HRWR),25.0,50 x 50 x 50 ,ASTM C109,102.54,0.1706666666666666,1500.0
UHP-ECC-RFP-50%,400.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,340.0,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,251.0,A polycarboxylate-based high range water reducer (HRWR),25.0,50 x 50 x 50 ,ASTM C109,87.0,0.1930769230769231,1300.0
SQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,148.0,0.2220020976576156,858.1
GQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,136.0,0.211972849671748,898.7
GSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,147.0,0.2178636779505946,874.4000000000001
FQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,151.0,0.214527027027027,888.0
FSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,134.0,0.2189403516837145,870.1
SQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,181.0,0.2220020976576156,858.1
GQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,152.0,0.211972849671748,898.7
GSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,162.0,0.2178636779505946,874.4000000000001
FQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,173.0,0.214527027027027,888.0
FSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,40 x 40 x 40 ,ASTM C109,155.0,0.2189403516837145,870.1
UHPC-T0,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,40 x 40 x 160 , GB/T17671-1999,122.0,0.16,960.0
UHPC-T0.5,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,40 x 40 x 160 , GB/T17671-1999,145.1,0.16,960.0
UHPC-T1,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,40 x 40 x 160 , GB/T17671-1999,128.0,0.16,960.0
UHPC-T2,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,40 x 40 x 160 , GB/T17671-1999,145.1,0.16,960.0
UHPC-T3,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,40 x 40 x 160 , GB/T17671-1999,145.1,0.16,960.0
UHPC-T5,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,40 x 40 x 160 , GB/T17671-1999,145.1,0.16,960.0
0,920.0,OPC,52.5,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz sand,1.25,Straight Steel Fibers ,156.0,13.0,0.2,239.2,polycarboxylate-based superplasticizer (SP),19.14,Cylinder 50 x 100,ASTM C109,125.0,0.1999999999999999,1196.0
R-1,920.0,OPC,52.5,230.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz sand,1.25,Straight Steel Fibers ,156.0,13.0,0.2,239.2,polycarboxylate-based superplasticizer (SP),19.14,Cylinder 50 x 100,ASTM C109,130.0,0.208,1150.0
R-2,920.0,OPC,52.5,184.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz sand,1.25,Straight Steel Fibers ,156.0,13.0,0.2,239.2,polycarboxylate-based superplasticizer (SP),19.14,Cylinder 50 x 100,ASTM C109,124.0,0.2166666666666666,1104.0
