Mix_ID,Cement Amount  (kg/m³),Cement type,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Fine Aggregate (kg/m³),Sand Type,Max Size (mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Water (kg/m³),Type of Superplasticizer,Superplasticizer (kg/m³),Specimen,Testing Standard,28-Day,Water_Binder_Ratio,Binder
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,172.0,0.1968707905916485,965.1
2,882.0000000000001,Type I 52.5 R ©,52.5,199.8,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,149.0,0.1848770567572563,1081.8000000000002
2,882.0000000000001,Type I 52.5 R (C),52.5,155.4,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,154.0,0.192789666473877,1037.4
2,819.0,Type I 52.5 R ©,52.5,199.8,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,210.0,polycarboxylate ether-based superplasticizers (SPs),40.0,40 X 40 X 40 ,EN 196-1,135.0,0.2061248527679623,1018.8
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,142.0,0.1968707905916485,965.1
2,787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,308.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,141.0,0.1968707905916485,965.1
2,787.5,Type I 52.5 R (C),52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,149.0,0.2063647224937547,920.7
2,724.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,179.0,0.199534419687396,902.1
2,756.0,Type I 52.5 R (C),52.5,111.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,90.0,0.2306805074971165,867.0
2,756.0,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,151.0,0.1928020565552699,933.6
2,1071.0,Type I 52.5 R (C),52.5,133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,125.0,0.1660853678790898,1204.2
2,1008.0,Type I 52.5 R ©,52.5,177.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,116.0,0.1686909581646423,1185.6
2,945.0,Type I 52.5 R (C),52.5,133.2,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,108.0,0.1854943424225561,1078.2
2,693.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,128.0,0.2178649237472766,826.2
2,819.0,Type I 52.5 R (C),52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,125.0,0.2006823198876179,996.6
2,630.0,Type I 52.5 R ©,52.5,155.4,0.0,0.0,308.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,114.0,0.2291825821237586,785.4
2,850.5,Type I 52.5 R (C),52.5,155.4,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),40.0,40 X 40 X 40 ,EN 196-1,182.0,0.1988269211651257,1005.9
2,693.0,Type I 52.5 R ©,52.5,222.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,142.0,0.1967213114754098,915.0
2,693.0,Type I 52.5 R (C),52.5,222.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,150.0,0.1967213114754098,915.0
2,693.0,Type I 52.5 R ©,52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,170.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,155.0,0.195267631518493,870.6
2,850.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,132.0,0.1945336056803813,1028.1
2,913.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,143.0,0.1833012556136009,1091.1
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,151.0,0.2072324111491037,965.1
2,882.0000000000001,Type I 52.5 R ©,52.5,177.6,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,111.0,0.1887504718761796,1059.6000000000001
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,210.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,166.0,0.2175940317065589,965.1
2,819.0,Type I 52.5 R ©,52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,132.0,0.2006823198876179,996.6
2,756.0,Type I 52.5 R (C),52.5,199.8,0.0,0.0,308.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,105.0,0.2092487968194183,955.8
2,756.0,Type I 52.5 R ©,52.5,222.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,106.0,0.2044989775051124,978.0
2,756.0,Type I 52.5 R (C),52.5,266.4,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,123.0,0.1956181533646322,1022.4
2,661.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,160.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,135.0,0.1906804910022643,839.1
2,756.0,Type I 52.5 R (C),52.5,155.4,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,96.0,0.2194426157559798,911.4
2,787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,134.0,0.1968707905916485,965.1
2,850.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,153.0,0.1750802451123431,1028.1
2,850.5,Type I 52.5 R ©,52.5,155.4,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,145.0,0.1888855751068694,1005.9
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,140.0,0.1968707905916485,965.1
2,756.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,181.0,0.2136752136752136,889.2
2,850.5,Type I 52.5 R (C),52.5,155.4,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,138.0,0.1888855751068694,1005.9
2,724.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,146.0,0.199534419687396,902.1
2,661.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,160.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,141.0,0.1906804910022643,839.1
2,787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,156.0,0.2072324111491037,965.1
2,693.0,Type I 52.5 R (C),52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,160.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,157.0,0.1936577099975792,826.2
2,724.5,Type I 52.5 R ©,52.5,199.8,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,135.0,0.2055609650546359,924.3
2,756.0,Type I 52.5 R (C),52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,200.0,0.2024291497975708,889.2
2,724.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,144.0,0.199534419687396,902.1
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,210.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,166.0,0.2175940317065589,965.1
2,756.0,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,143.0,0.1928020565552699,933.6
2,756.0,Type I 52.5 R (C),52.5,133.2,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,93.0,0.2249212775528564,889.2
2,850.5,Type I 52.5 R ©,52.5,155.4,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),40.0,40 X 40 X 40 ,EN 196-1,194.0,0.1988269211651257,1005.9
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,185.0,0.1865091700341933,965.1
2,787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,210.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,174.0,0.2175940317065589,965.1
2,756.0,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,147.0,0.2035132819194516,933.6
2,756.0,Type I 52.5 R ©,52.5,244.2,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,114.0,0.1999600079984003,1000.2
2,756.0,Type I 52.5 R (C),52.5,155.4,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,196.0,0.1974983541803818,911.4
2,787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,201.0,0.1968707905916485,965.1
2,882.0000000000001,Type I 52.5 R (C),52.5,199.8,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,173.0,0.1848770567572563,1081.8000000000002
2,882.0000000000001,Type I 52.5 R ©,52.5,155.4,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,178.0,0.192789666473877,1037.4
2,819.0,Type I 52.5 R (C),52.5,199.8,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,210.0,polycarboxylate ether-based superplasticizers (SPs),40.0,40 X 40 X 40 ,EN 196-1,159.0,0.2061248527679623,1018.8
2,787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,171.0,0.1968707905916485,965.1
2,787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,308.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,165.0,0.1968707905916485,965.1
2,787.5,Type I 52.5 R ©,52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,173.0,0.2063647224937547,920.7
2,724.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand ,0.6,Straight Steel Fibers ,74.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,208.0,0.199534419687396,902.1
2,756.0,Type I 52.5 R ©,52.5,111.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,104.0,0.2306805074971165,867.0
2,756.0,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,175.0,0.1928020565552699,933.6
2,1071.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,149.0,0.1660853678790898,1204.2
2,1008.0,Type I 52.5 R (C),52.5,177.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,140.0,0.1686909581646423,1185.6
2,945.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,132.0,0.1854943424225561,1078.2
2,693.0,Type I 52.5 R (C),52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,152.0,0.2178649237472766,826.2
2,819.0,Type I 52.5 R ©,52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,149.0,0.2006823198876179,996.6
2,630.0,Type I 52.5 R (C),52.5,155.4,0.0,0.0,308.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,138.0,0.2291825821237586,785.4
2,850.5,Type I 52.5 R ©,52.5,155.4,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand ,0.6,Straight Steel Fibers ,148.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),40.0,40 X 40 X 40 ,EN 196-1,211.0,0.1988269211651257,1005.9
2,693.0,Type I 52.5 R (C),52.5,222.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,166.0,0.1967213114754098,915.0
2,693.0,Type I 52.5 R ©,52.5,222.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,174.0,0.1967213114754098,915.0
2,693.0,Type I 52.5 R (C),52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,Silica Sand ,0.6,Straight Steel Fibers ,156.0,13.0,0.2,170.0,polycarboxylate ether-based superplasticizers (SPs),30.0,40 X 40 X 40 ,EN 196-1,179.0,0.195267631518493,870.6
